rank,quota,institute,state,course,allottedCategory,candidateCategory,phase
780907,Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,OBC,OBC,1
6307,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,EWS,EWS,3
2502,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,Open,General,1
340133,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,Open PwD,General PwD,1
6763,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,OBC,OBC,1
1034973,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,OBC PwD,OBC PwD,1
58225,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,SC,SC,1
149223,IP University Quota,"Atal Bihari Vajpayee Institute of Medical Sciences & DR RML Hospital, New Delhi",Delhi (NCT),MBBS,ST,ST,3
19875,All India,"Autonomous State Medical College Society, Hardoi",Uttar Pradesh,MBBS,EWS,EWS,3
18529,All India,"Autonomous State Medical College Society, Hardoi",Uttar Pradesh,MBBS,Open,General,3
19118,All India,"Autonomous State Medical College Society, Hardoi",Uttar Pradesh,MBBS,OBC,OBC,3
106101,All India,"Autonomous State Medical College Society, Hardoi",Uttar Pradesh,MBBS,SC,SC,3
117329,All India,"Autonomous State Medical College Society, Hardoi",Uttar Pradesh,MBBS,ST,ST,3
20369,All India,"Autonomous State Medical College Society, Mirzapur",Uttar Pradesh,MBBS,EWS,EWS,3
18269,All India,"Autonomous State Medical College Society, Mirzapur",Uttar Pradesh,MBBS,Open,General,2
19879,All India,"Autonomous State Medical College Society, Mirzapur",Uttar Pradesh,MBBS,OBC,OBC,3
881663,All India,"Autonomous State Medical College Society, Mirzapur",Uttar Pradesh,MBBS,OBC PwD,OBC PwD,3
108227,All India,"Autonomous State Medical College Society, Mirzapur",Uttar Pradesh,MBBS,SC,SC,3
922467,All India,"Autonomous State Medical College Society, Mirzapur",Uttar Pradesh,MBBS,SC PwD,SC PwD,1
116142,All India,"Autonomous State Medical College Society, Mirzapur",Uttar Pradesh,MBBS,ST,ST,2
22368,All India,"Autonomous State Medical College, Amethi",Uttar Pradesh,MBBS,EWS,EWS,3
19568,All India,"Autonomous State Medical College, Amethi",Uttar Pradesh,MBBS,Open,General,3
20791,All India,"Autonomous State Medical College, Amethi",Uttar Pradesh,MBBS,OBC,OBC,3
115995,All India,"Autonomous State Medical College, Amethi",Uttar Pradesh,MBBS,SC,SC,3
785623,All India,"Autonomous State Medical College, Amethi",Uttar Pradesh,MBBS,Open PwD,SC PwD,3
130900,All India,"Autonomous State Medical College, Amethi",Uttar Pradesh,MBBS,ST,ST,3
18655,All India,"Autonomous State Medical College, Etah",Uttar Pradesh,MBBS,EWS,EWS,3
15850,All India,"Autonomous State Medical College, Etah",Uttar Pradesh,MBBS,Open,General,3
499745,All India,"Autonomous State Medical College, Etah",Uttar Pradesh,MBBS,Open PwD,GNYes,2
17466,All India,"Autonomous State Medical College, Etah",Uttar Pradesh,MBBS,OBC,OBC,3
607261,All India,"Autonomous State Medical College, Etah",Uttar Pradesh,MBBS,Open PwD,OBC PwD,3
94522,All India,"Autonomous State Medical College, Etah",Uttar Pradesh,MBBS,SC,SC,2
110052,All India,"Autonomous State Medical College, Etah",Uttar Pradesh,MBBS,ST,ST,3
18691,All India,"Autonomous State Medical College, Fatehpur",Uttar Pradesh,MBBS,EWS,EWS,3
17009,All India,"Autonomous State Medical College, Fatehpur",Uttar Pradesh,MBBS,Open,General,2
19151,All India,"Autonomous State Medical College, Fatehpur",Uttar Pradesh,MBBS,OBC,OBC,3
107994,All India,"Autonomous State Medical College, Fatehpur",Uttar Pradesh,MBBS,SC,SC,3
120390,All India,"Autonomous State Medical College, Fatehpur",Uttar Pradesh,MBBS,ST,ST,3
18305,All India,"Autonomous State Medical College, Ghazipur",Uttar Pradesh,MBBS,EWS,EWS,2
19893,All India,"Autonomous State Medical College, Ghazipur",Uttar Pradesh,MBBS,Open,General,3
20302,All India,"Autonomous State Medical College, Ghazipur",Uttar Pradesh,MBBS,OBC,OBC,3
112171,All India,"Autonomous State Medical College, Ghazipur",Uttar Pradesh,MBBS,SC,SC,3
129006,All India,"Autonomous State Medical College, Ghazipur",Uttar Pradesh,MBBS,ST,ST,3
22520,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,EWS,EWS,3
19880,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,Open,General,3
581553,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,Open PwD,General PwD,1
384483,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,Open PwD,GNYes,2
20710,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,OBC,OBC,3
476499,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,Open PwD,OBC PwD,3
113649,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,SC,SC,3
119224,All India,"Autonomous State Medical College, Gonda",Uttar Pradesh,MBBS,ST,ST,2
20968,All India,"Autonomous State Medical College, Kanpur Dehat",Uttar Pradesh,MBBS,EWS,EWS,3
16880,All India,"Autonomous State Medical College, Kanpur Dehat",Uttar Pradesh,MBBS,Open,General,2
19526,All India,"Autonomous State Medical College, Kanpur Dehat",Uttar Pradesh,MBBS,OBC,OBC,3
104163,All India,"Autonomous State Medical College, Kanpur Dehat",Uttar Pradesh,MBBS,SC,SC,3
96527,All India,"Autonomous State Medical College, Kanpur Dehat",Uttar Pradesh,MBBS,ST,ST,1
21279,All India,"Autonomous State Medical College, Kaushambi",Uttar Pradesh,MBBS,EWS,EWS,2
20368,All India,"Autonomous State Medical College, Kaushambi",Uttar Pradesh,MBBS,Open,General,3
20579,All India,"Autonomous State Medical College, Kaushambi",Uttar Pradesh,MBBS,OBC,OBC,3
112790,All India,"Autonomous State Medical College, Kaushambi",Uttar Pradesh,MBBS,SC,SC,3
128548,All India,"Autonomous State Medical College, Kaushambi",Uttar Pradesh,MBBS,ST,ST,3
21278,All India,"Autonomous State Medical College, Kushinagar",Uttar Pradesh,MBBS,EWS,EWS,3
20586,All India,"Autonomous State Medical College, Kushinagar",Uttar Pradesh,MBBS,Open,General,3
20684,All India,"Autonomous State Medical College, Kushinagar",Uttar Pradesh,MBBS,OBC,OBC,3
109637,All India,"Autonomous State Medical College, Kushinagar",Uttar Pradesh,MBBS,SC,SC,3
21558,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,EWS,EWS,3
20292,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,Open,General,3
590235,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,Open PwD,General PwD,1
596576,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,Open PwD,GNYes,2
20370,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,OBC,OBC,3
724062,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,OBC PwD,OBC PwD,2
113284,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,SC,SC,3
130349,All India,"Autonomous State Medical College, Lakhimpur Kheri",Uttar Pradesh,MBBS,ST,ST,3
20305,All India,"Autonomous State Medical College, Lalitpur",Uttar Pradesh,MBBS,EWS,EWS,2
18544,All India,"Autonomous State Medical College, Lalitpur",Uttar Pradesh,MBBS,Open,General,3
19573,All India,"Autonomous State Medical College, Lalitpur",Uttar Pradesh,MBBS,OBC,OBC,3
106045,All India,"Autonomous State Medical College, Lalitpur",Uttar Pradesh,MBBS,SC,SC,3
120999,All India,"Autonomous State Medical College, Lalitpur",Uttar Pradesh,MBBS,ST,ST,3
21116,All India,"Autonomous State Medical College, Pilibhit",Uttar Pradesh,MBBS,EWS,EWS,3
19348,All India,"Autonomous State Medical College, Pilibhit",Uttar Pradesh,MBBS,Open,General,3
19850,All India,"Autonomous State Medical College, Pilibhit",Uttar Pradesh,MBBS,OBC,OBC,3
106981,All India,"Autonomous State Medical College, Pilibhit",Uttar Pradesh,MBBS,SC,SC,3
126069,All India,"Autonomous State Medical College, Pilibhit",Uttar Pradesh,MBBS,ST,ST,3
21139,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,EWS,EWS,3
584717,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,Open PwD,EWS PwD,2
18723,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,Open,General,3
548683,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,Open PwD,General PwD,1
499745,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,Open PwD,GNYes,3
19602,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,OBC,OBC,3
110246,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,SC,SC,3
125298,All India,"Autonomous State Medical College, Pratapgarh",Uttar Pradesh,MBBS,ST,ST,3
17471,All India,"Autonomous State Medical College, Sehud, Auraiya",Uttar Pradesh,MBBS,Open,EWS,2
1190424,All India,"Autonomous State Medical College, Sehud, Auraiya",Uttar Pradesh,MBBS,EWS PwD,EWS PwD,3
19546,All India,"Autonomous State Medical College, Sehud, Auraiya",Uttar Pradesh,MBBS,Open,General,3
19861,All India,"Autonomous State Medical College, Sehud, Auraiya",Uttar Pradesh,MBBS,OBC,OBC,3
106187,All India,"Autonomous State Medical College, Sehud, Auraiya",Uttar Pradesh,MBBS,SC,SC,2
1208862,All India,"Autonomous State Medical College, Sehud, Auraiya",Uttar Pradesh,MBBS,SC PwD,SC PwD,1
125968,All India,"Autonomous State Medical College, Sehud, Auraiya",Uttar Pradesh,MBBS,ST,ST,3
20317,All India,"Autonomous State Medical College, Siddharthnagar",Uttar Pradesh,MBBS,EWS,EWS,3
18900,All India,"Autonomous State Medical College, Siddharthnagar",Uttar Pradesh,MBBS,Open,General,3
19438,All India,"Autonomous State Medical College, Siddharthnagar",Uttar Pradesh,MBBS,OBC,OBC,3
758496,All India,"Autonomous State Medical College, Siddharthnagar",Uttar Pradesh,MBBS,OBC PwD,OBC PwD,1
110785,All India,"Autonomous State Medical College, Siddharthnagar",Uttar Pradesh,MBBS,SC,SC,3
122224,All India,"Autonomous State Medical College, Siddharthnagar",Uttar Pradesh,MBBS,ST,ST,3
21382,All India,"Autonomous State Medical College, Sonebhadra",Uttar Pradesh,MBBS,EWS,EWS,2
20848,All India,"Autonomous State Medical College, Sonebhadra",Uttar Pradesh,MBBS,Open,General,3
626070,All India,"Autonomous State Medical College, Sonebhadra",Uttar Pradesh,MBBS,Open PwD,General PwD,1
21261,All India,"Autonomous State Medical College, Sonebhadra",Uttar Pradesh,MBBS,OBC,OBC,3
114703,All India,"Autonomous State Medical College, Sonebhadra",Uttar Pradesh,MBBS,SC,SC,3
125622,All India,"Autonomous State Medical College, Sonebhadra",Uttar Pradesh,MBBS,ST,ST,2
20459,All India,"Autonomous State Medical College, Sultanpur",Uttar Pradesh,MBBS,EWS,EWS,2
20002,All India,"Autonomous State Medical College, Sultanpur",Uttar Pradesh,MBBS,Open,General,3
20366,All India,"Autonomous State Medical College, Sultanpur",Uttar Pradesh,MBBS,OBC,OBC,3
111780,All India,"Autonomous State Medical College, Sultanpur",Uttar Pradesh,MBBS,SC,SC,3
127412,All India,"Autonomous State Medical College, Sultanpur",Uttar Pradesh,MBBS,ST,ST,3
10540,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,EWS,EWS,3
165228,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,EWS PwD,EWS PwD,1
3236,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,Open,General,2
158479,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,Open PwD,General PwD,1
9284,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,OBC,OBC,3
204934,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,OBC PwD,OBC PwD,1
76292,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,SC,SC,3
639172,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,SC PwD,SC PwD,1
105614,All India,"B.J. Government Medical College, Pune",Maharashtra,MBBS,ST,ST,3
3714,All India,"B.J. Medical College, Ahmedabad",Gujarat,MBBS,EWS,EWS,3
889,All India,"B.J. Medical College, Ahmedabad",Gujarat,MBBS,Open,General,1
5015,All India,"B.J. Medical College, Ahmedabad",Gujarat,MBBS,OBC,OBC,3
245143,All India,"B.J. Medical College, Ahmedabad",Gujarat,MBBS,OBC PwD,OBC PwD,1
16367,All India,"B.J. Medical College, Ahmedabad",Gujarat,MBBS,SC,SC,1
73018,All India,"B.J. Medical College, Ahmedabad",Gujarat,MBBS,ST,ST,3
259601,Deemed/Paid Seats Quota,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,EWS,2
302710,Deemed/Paid Seats Quota,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,General,3
299036,Deemed/Paid Seats Quota,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,OBC,3
301885,Deemed/Paid Seats Quota,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,SC,3
246106,Deemed/Paid Seats Quota,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,ST,3
1099837,Non-Resident Indian,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,General,1
1259151,Non-Resident Indian,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,OBC,2
872222,Non-Resident Indian,"B.L.D.E University, Bijapur",Karnataka,MBBS,Open,SC,1
12710,All India,"B.R.D. Medical College, Gorakhpur",Uttar Pradesh,MBBS,EWS,EWS,3
10980,All India,"B.R.D. Medical College, Gorakhpur",Uttar Pradesh,MBBS,Open,General,3
12326,All India,"B.R.D. Medical College, Gorakhpur",Uttar Pradesh,MBBS,OBC,OBC,3
90834,All India,"B.R.D. Medical College, Gorakhpur",Uttar Pradesh,MBBS,SC,SC,3
104924,All India,"B.R.D. Medical College, Gorakhpur",Uttar Pradesh,MBBS,ST,ST,3
22654,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,EWS,EWS,3
20847,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,Open,General,3
719780,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,Open PwD,General PwD,1
609676,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,Open PwD,GNYes,2
21303,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,OBC,OBC,3
948797,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,OBC PwD,OBC PwD,2
114454,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,SC,SC,3
123538,All India,"Baba Kinaram Autonomous State Medical College, Chandauli",Uttar Pradesh,MBBS,ST,ST,2
7252,All India,Bangalore Medical College and Research Institute,Karnataka,MBBS,EWS,EWS,3
1642,All India,Bangalore Medical College and Research Institute,Karnataka,MBBS,Open,General,2
175937,All India,Bangalore Medical College and Research Institute,Karnataka,MBBS,Open PwD,General PwD,1
5352,All India,Bangalore Medical College and Research Institute,Karnataka,MBBS,OBC,OBC,3
560904,All India,Bangalore Medical College and Research Institute,Karnataka,MBBS,OBC PwD,OBC PwD,1
42980,All India,Bangalore Medical College and Research Institute,Karnataka,MBBS,SC,SC,3
39918,All India,Bangalore Medical College and Research Institute,Karnataka,MBBS,ST,ST,1
21810,All India,"Bankura Sammilani Medical College, Bankura",West Bengal,MBBS,EWS,EWS,3
20819,All India,"Bankura Sammilani Medical College, Bankura",West Bengal,MBBS,Open,General,3
22143,All India,"Bankura Sammilani Medical College, Bankura",West Bengal,MBBS,OBC,OBC,3
769009,All India,"Bankura Sammilani Medical College, Bankura",West Bengal,MBBS,OBC PwD,OBC PwD,2
127450,All India,"Bankura Sammilani Medical College, Bankura",West Bengal,MBBS,SC,SC,3
140230,All India,"Bankura Sammilani Medical College, Bankura",West Bengal,MBBS,ST,ST,3
22829,All India,Barasat Government Medical College & Hospital,West Bengal,MBBS,EWS,EWS,2
19805,All India,Barasat Government Medical College & Hospital,West Bengal,MBBS,Open,General,3
21232,All India,Barasat Government Medical College & Hospital,West Bengal,MBBS,OBC,OBC,3
122842,All India,Barasat Government Medical College & Hospital,West Bengal,MBBS,SC,SC,3
145672,All India,Barasat Government Medical College & Hospital,West Bengal,MBBS,ST,ST,3
20730,All India,"Belgaum Inst. of Medical Sci., Belgaum",Karnataka,MBBS,EWS,EWS,3
1167468,All India,"Belgaum Inst. of Medical Sci., Belgaum",Karnataka,MBBS,EWS PwD,EWS PwD,2
15950,All India,"Belgaum Inst. of Medical Sci., Belgaum",Karnataka,MBBS,Open,General,3
18008,All India,"Belgaum Inst. of Medical Sci., Belgaum",Karnataka,MBBS,OBC,OBC,3
113347,All India,"Belgaum Inst. of Medical Sci., Belgaum",Karnataka,MBBS,SC,SC,2
122194,All India,"Belgaum Inst. of Medical Sci., Belgaum",Karnataka,MBBS,ST,ST,3
854932,Deemed/Paid Seats Quota,"Bhaarath Medical College and Hospital, Chennai",Tamil Nadu,MBBS,Open,EWS,3
870855,Deemed/Paid Seats Quota,"Bhaarath Medical College and Hospital, Chennai",Tamil Nadu,MBBS,Open,General,3
870256,Deemed/Paid Seats Quota,"Bhaarath Medical College and Hospital, Chennai",Tamil Nadu,MBBS,Open,OBC,3
859120,Deemed/Paid Seats Quota,"Bhaarath Medical College and Hospital, Chennai",Tamil Nadu,MBBS,Open,SC,3
860011,Deemed/Paid Seats Quota,"Bhaarath Medical College and Hospital, Chennai",Tamil Nadu,MBBS,Open,ST,3
548154,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",Maharashtra,BDS,Open,EWS,2
590250,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",Maharashtra,BDS,Open,General,2
598360,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",Maharashtra,BDS,Open,OBC,2
593466,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",Maharashtra,BDS,Open,SC,2
410403,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",Maharashtra,BDS,Open,ST,1
1026770,Non-Resident Indian,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",Maharashtra,BDS,Open,General,3
1120102,Non-Resident Indian,"Bharati Vidyapeeth DU Dental College and Hospt., Pune",Maharashtra,BDS,Open,OBC,1
500933,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,EWS,2
606370,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,General,3
605651,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,OBC,3
586263,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,SC,3
567763,Deemed/Paid Seats Quota,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,ST,3
1099189,Non-Resident Indian,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,General,1
1277668,Non-Resident Indian,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,OBC,2
1021463,Non-Resident Indian,"Bharati Vidyapeeth DU Medical College, Pune",Maharashtra,MBBS,Open,SC,2
24361,All India,"Bhima Bhoi Medical College and Hospital, Balangir",Odisha,MBBS,EWS,EWS,2
21331,All India,"Bhima Bhoi Medical College and Hospital, Balangir",Odisha,MBBS,Open,General,3
21367,All India,"Bhima Bhoi Medical College and Hospital, Balangir",Odisha,MBBS,OBC,OBC,2
88371,All India,"Bhima Bhoi Medical College and Hospital, Balangir",Odisha,MBBS,SC,SC,3
140348,All India,"Bhima Bhoi Medical College and Hospital, Balangir",Odisha,MBBS,ST,ST,2
23412,All India,"Bidar Institute of Medical Sci., Bidar",Karnataka,MBBS,EWS,EWS,2
22069,All India,"Bidar Institute of Medical Sci., Bidar",Karnataka,MBBS,Open,General,3
519024,All India,"Bidar Institute of Medical Sci., Bidar",Karnataka,MBBS,Open PwD,General PwD,1
650531,All India,"Bidar Institute of Medical Sci., Bidar",Karnataka,MBBS,Open PwD,GNYes,2
22245,All India,"Bidar Institute of Medical Sci., Bidar",Karnataka,MBBS,OBC,OBC,3
121422,All India,"Bidar Institute of Medical Sci., Bidar",Karnataka,MBBS,SC,SC,3
144224,All India,"Bidar Institute of Medical Sci., Bidar",Karnataka,MBBS,ST,ST,3
16980,All India,"BPS Govt. Med. College, Sonepat",Haryana,MBBS,EWS,EWS,3
11830,All India,"BPS Govt. Med. College, Sonepat",Haryana,MBBS,Open,General,2
590335,All India,"BPS Govt. Med. College, Sonepat",Haryana,MBBS,Open PwD,General PwD,1
14981,All India,"BPS Govt. Med. College, Sonepat",Haryana,MBBS,OBC,OBC,3
644774,All India,"BPS Govt. Med. College, Sonepat",Haryana,MBBS,Open PwD,OBC PwD,2
94209,All India,"BPS Govt. Med. College, Sonepat",Haryana,MBBS,SC,SC,3
122410,All India,"BPS Govt. Med. College, Sonepat",Haryana,MBBS,ST,ST,3
14978,All India,"Bundelkhand Medical College, Sagar",Madhya Pradesh,MBBS,Open,EWS,3
15990,All India,"Bundelkhand Medical College, Sagar",Madhya Pradesh,MBBS,Open,General,3
16677,All India,"Bundelkhand Medical College, Sagar",Madhya Pradesh,MBBS,OBC,OBC,3
102806,All India,"Bundelkhand Medical College, Sagar",Madhya Pradesh,MBBS,SC,SC,3
105466,All India,"Bundelkhand Medical College, Sagar",Madhya Pradesh,MBBS,ST,ST,3
40573,All India,"Burdwan Dental College & Hospital, Burdwan",West Bengal,BDS,EWS,EWS,2
35970,All India,"Burdwan Dental College & Hospital, Burdwan",West Bengal,BDS,Open,General,3
46523,All India,"Burdwan Dental College & Hospital, Burdwan",West Bengal,BDS,OBC,OBC,3
1252244,All India,"Burdwan Dental College & Hospital, Burdwan",West Bengal,BDS,OBC PwD,OBC PwD,3
173603,All India,"Burdwan Dental College & Hospital, Burdwan",West Bengal,BDS,SC,SC,3
223275,All India,"Burdwan Dental College & Hospital, Burdwan",West Bengal,BDS,ST,ST,3
19830,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,EWS,EWS,3
18519,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,Open,General,3
396838,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,Open PwD,General PwD,1
702132,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,Open PwD,GNYes,2
19610,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,OBC,OBC,3
999414,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,Open PwD,OBC PwD,3
110836,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,SC,SC,3
124744,All India,"Burdwan Medical College, Burdwan",West Bengal,MBBS,ST,ST,2
648085,Deemed/Paid Seats Quota,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,EWS,3
665302,Deemed/Paid Seats Quota,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,General,3
658876,Deemed/Paid Seats Quota,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,OBC,3
662483,Deemed/Paid Seats Quota,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,SC,3
532095,Deemed/Paid Seats Quota,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,ST,2
1061162,Non-Resident Indian,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,EWS,3
1077799,Non-Resident Indian,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,General,1
1313591,Non-Resident Indian,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,OBC,2
1267930,Non-Resident Indian,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,SC,2
1258327,Non-Resident Indian,"BV Deemed Uni. Med. College and Hos., Sangli",Maharashtra,MBBS,Open,ST,2
710146,Deemed/Paid Seats Quota,"BVDU Dental College and Hospital, Navi Mumbai",Maharashtra,BDS,Open,EWS,2
718996,Deemed/Paid Seats Quota,"BVDU Dental College and Hospital, Navi Mumbai",Maharashtra,BDS,Open,General,2
703283,Deemed/Paid Seats Quota,"BVDU Dental College and Hospital, Navi Mumbai",Maharashtra,BDS,Open,OBC,2
626131,Deemed/Paid Seats Quota,"BVDU Dental College and Hospital, Navi Mumbai",Maharashtra,BDS,Open,SC,1
