opening_rank,closing_rank,year,round_number,category_le,quota_le,state_le,seat_ratio,historical_cutoff_gap,college_name_le
21746,354697,2022,0,2,1,9,0.0,332951,112
4342,646186,2021,3,2,3,9,0.0,641844,112
27421,592764,2023,0,2,1,19,0.0,565343,34
19576,297917,2021,0,2,1,19,0.0,278341,35
13360,32913,2023,0,2,1,19,0.0,19553,162
4314,5847,2022,0,2,1,19,0.0,1533,94
24852,552449,2022,0,2,1,13,0.0,527597,6
7561,11679,2020,0,2,1,19,0.0,4118,135
24366,518501,2025,0,4,1,9,0.0,494135,82
19960,878188,2021,0,7,3,19,0.0,858228,166
19255,149610,2023,0,2,1,19,0.0,130355,85
14702,77706,2023,0,7,5,19,0.0,63004,68
25535,606742,2022,0,2,1,19,0.0,581207,167
6452,10041,2023,0,2,5,19,0.0,3589,15
13783,131682,2024,0,2,1,12,0.0,117899,160
15885,171265,2020,0,2,1,19,0.0,155380,102
272446,586103,2025,0,2,1,13,0.0,313657,199
5968,8996,2023,0,2,0,19,0.0,3028,88
14002,41334,2023,0,0,1,9,0.0,27332,72
9841,17932,2023,0,0,1,19,0.0,8091,68
16805,131466,2022,0,2,0,19,0.0,114661,107
19124,43,2025,0,4,0,0,0.0,0,86
18645,596477,2021,0,4,1,19,0.0,577832,199
3435,358623,2021,3,2,5,13,0.0,355188,186
16897,525151,2020,0,4,1,19,0.0,508254,96
48933,468,2025,0,4,1,12,0.0,0,52
8677,15205,2022,0,2,1,19,0.0,6528,68
3150,3761,2023,0,4,1,19,0.0,611,68
3181,4109,2021,0,2,1,4,0.0,928,115
9204,96378,2021,0,6,1,7,0.0,87174,100
21766,502958,2020,0,3,1,19,0.0,481192,161
5060,7027,2020,0,2,1,19,0.0,1967,88
14617,244647,2021,0,4,3,19,0.0,230030,196
12931,152238,2021,0,4,3,19,0.0,139307,28
7436,11968,2023,0,4,0,19,0.0,4532,93
11600,98273,2021,0,2,3,7,0.0,86673,100
9069,32386,2022,0,7,1,19,0.0,23317,88
4782,837750,2021,3,5,1,19,0.0,832968,68
15058,99947,2021,0,7,1,9,0.0,84889,36
15757,25,2025,0,4,5,19,0.0,0,88
13952,404472,2021,0,6,1,19,0.0,390520,123
18557,240741,2021,0,2,1,19,0.0,222184,28
9228,16293,2021,0,0,1,20,0.0,7065,185
10360,24599,2021,0,2,1,5,0.0,14239,50
25076,817141,2021,0,2,5,19,0.0,792065,107
16564,89821,2023,0,7,1,19,0.0,73257,11
7979,13058,2023,0,2,5,19,0.0,5079,192
28090,650308,2023,0,2,5,9,0.0,622218,112
2282,2608,2022,0,2,1,8,0.0,326,41
4897,7788,2021,0,0,1,19,0.0,2891,139
14166,422675,2021,0,6,1,19,0.0,408509,35
7172,10928,2020,0,2,0,19,0.0,3756,66
7251,11602,2021,0,2,1,19,0.0,4351,40
13885,77009,2021,0,2,1,20,0.0,63124,185
9645,16496,2023,0,2,5,4,0.0,6851,33
14042,62406,2023,0,7,1,16,0.0,48364,102
9462,17030,2023,0,2,1,19,0.0,7568,68
9209,16458,2022,0,0,1,0,0.0,7249,69
4175,6049,2021,0,2,1,19,0.0,1874,68
23528,770314,2020,0,2,5,0,0.0,746786,58
6962,10549,2020,0,2,1,19,0.0,3587,88
2897,3515,2021,0,2,5,13,0.0,618,25
17695,157146,2023,0,2,1,19,0.0,139451,105
8776,84641,2021,0,6,1,19,0.0,75865,160
7737,12615,2023,0,4,1,19,0.0,4878,9
10644,20024,2023,0,2,1,18,0.0,9380,68
11338,90171,2021,0,2,3,19,0.0,78833,105
6994,11114,2023,0,2,1,19,0.0,4120,68
118206,2,2020,0,9,1,19,0.0,0,57
4400,5859,2023,0,2,5,19,0.0,1459,163
8661,81932,2021,0,9,1,0,0.0,73271,119
21586,432850,2021,0,2,1,19,0.0,411264,102
21948,365925,2022,0,2,1,19,0.0,343977,21
16810,94365,2023,0,7,5,7,0.0,77555,175
7322,11754,2023,0,2,1,19,0.0,4432,164
15565,394259,2020,0,5,1,19,0.0,378694,118
3807,5288,2021,0,4,1,19,0.0,1481,152
7129,17522,2020,0,4,1,19,0.0,10393,30
11505,95778,2021,0,2,3,19,0.0,84273,105
2,2,2021,4,2,1,7,0.0,0,109
6416,9947,2023,0,2,5,5,0.0,3531,132
4504,6080,2020,0,2,1,9,0.0,1576,46
23945,364242,2023,0,2,5,13,0.0,340297,6
8286,40199,2020,0,7,4,4,0.0,31913,115
18403,362249,2024,0,2,1,4,0.0,343846,127
14383,227580,2021,0,2,3,9,0.0,213197,112
5544,8202,2023,0,2,5,19,0.0,2658,92
4282,6223,2020,0,4,1,19,0.0,1941,138
1953,2166,2023,0,2,1,4,0.0,213,115
2123,2476,2021,0,2,1,8,0.0,353,41
11350,46527,2020,0,2,1,13,0.0,35177,186
27158,573839,2023,0,2,1,19,0.0,546681,196
22410,563534,2020,0,2,1,19,0.0,541124,166
5737,8553,2023,0,4,1,19,0.0,2816,143
8084,12849,2020,0,2,1,19,0.0,4765,68
14743,337171,2020,0,4,1,4,0.0,322428,130
6463,27551,2021,0,4,1,17,0.0,21088,141
7240,12045,2023,0,2,1,0,0.0,4805,11
23457,589097,2021,0,2,1,19,0.0,565640,199
7555,12217,2021,0,2,4,20,0.0,4662,68
2549,2969,2022,0,2,1,19,0.0,420,88
25973,702838,2023,0,2,1,0,0.0,676865,106
23515,762258,2020,0,2,1,19,0.0,738743,198
20402,351682,2021,0,2,1,19,0.0,331280,35
6896,11235,2022,0,2,1,4,0.0,4339,115
10983,180447,2021,0,6,1,0,0.0,169464,13
7836,12775,2021,0,4,1,7,0.0,4939,174
3099,3855,2020,0,2,1,19,0.0,756,91
15705,164011,2020,0,7,1,0,0.0,148306,13
7936,13457,2022,0,2,1,9,0.0,5521,88
6767,10659,2023,0,2,1,19,0.0,3892,102
17190,229331,2020,0,3,1,8,0.0,212141,131
4243,5633,2020,0,2,1,19,0.0,1390,31
14612,119237,2020,0,2,1,19,0.0,104625,35
19364,152792,2023,0,2,1,19,0.0,133428,105
25891,638586,2022,0,2,5,13,0.0,612695,199
15154,60892,2023,0,2,1,13,0.0,45738,186
3996,5236,2022,0,2,1,9,0.0,1240,140
15512,67872,2023,0,2,5,19,0.0,52360,40
28537,1003441,2022,0,2,1,19,0.0,974904,104
19408,714599,2021,0,4,3,19,0.0,695191,171
10092,83736,2020,0,9,1,19,0.0,73644,62
2232,3461,2021,0,6,1,4,0.0,1229,115
20136,269631,2022,0,2,5,19,0.0,249495,167
10137,683503,2025,0,2,1,19,0.0,673366,68
20299,276273,2022,0,2,5,19,0.0,255974,102
8767,14651,2023,0,2,1,11,0.0,5884,158
19332,151891,2023,0,2,1,19,0.0,132559,160
21627,436418,2021,0,2,1,19,0.0,414791,159
5692,8562,2022,0,2,1,19,0.0,2870,88
7959,13044,2021,0,4,1,9,0.0,5085,108
989915,31,2024,0,2,3,4,0.0,0,127
4135,5494,2022,0,2,5,9,0.0,1359,22
653,14347,2021,3,4,1,19,0.0,13694,192
11028,41443,2020,0,2,6,19,0.0,30415,105
1820,2064,2020,0,2,1,7,0.0,244,101
9135,93407,2021,0,7,1,20,0.0,84272,68
24149,376649,2023,0,2,5,9,0.0,352500,112
129980,1,2020,0,6,1,0,0.0,0,122
8888,15675,2023,0,4,1,19,0.0,6787,71
1300,1371,2023,0,2,6,4,0.0,71,193
20932,214737,2023,0,2,5,19,0.0,193805,107
25083,570410,2022,0,2,1,19,0.0,545327,171
12319,109152,2023,0,2,1,12,0.0,96833,160
3320,4090,2022,0,2,5,19,0.0,770,143
3291,4081,2021,0,2,1,4,0.0,790,115
8796,37102,2021,0,7,1,19,0.0,28306,88
3283,4303,2021,0,0,1,13,0.0,1020,117
5241,7417,2021,0,0,1,17,0.0,2176,136
747,766,2020,0,2,1,19,0.0,19,33
7008,13617,2021,0,4,1,19,0.0,6609,187
25676,471580,2023,0,2,5,19,0.0,445904,159
10715,64113,2022,0,7,1,7,0.0,53398,174
10952,25695,2022,0,2,1,19,0.0,14743,20
16652,394680,2021,0,2,3,19,0.0,378028,123
17753,256391,2020,0,2,1,9,0.0,238638,112
21730,444156,2021,0,2,1,19,0.0,422426,123
8657,14705,2021,0,4,5,19,0.0,6048,68
12926,51619,2022,0,2,1,19,0.0,38693,105
3475,4339,2022,0,2,1,7,0.0,864,101
19363,339605,2020,0,4,1,9,0.0,320242,112
18593,242694,2021,0,4,1,19,0.0,224101,138
5381,7864,2023,0,2,1,19,0.0,2483,139
4146,5997,2021,0,4,1,9,0.0,1851,22
14266,84207,2021,0,2,1,19,0.0,69941,105
6112,8951,2020,0,2,1,19,0.0,2839,139
4731,12284,2021,0,4,1,19,0.0,7553,53
20620,364899,2021,0,2,1,19,0.0,344279,167
4425,6045,2022,0,2,0,19,0.0,1620,138
15751,408123,2020,0,4,1,19,0.0,392372,35
21455,475259,2020,0,2,0,19,0.0,453804,28
17378,153781,2022,0,2,5,7,0.0,136403,100
4969,13229,2021,0,6,1,19,0.0,8260,29
14575,81033,2022,0,9,1,16,0.0,66458,88
8379,14543,2023,0,2,1,13,0.0,6164,103
14514,236877,2021,0,4,3,0,0.0,222363,13
26349,517398,2023,0,2,1,19,0.0,491049,102
8968,53952,2020,0,7,1,19,0.0,44984,84
12629,208376,2020,0,2,1,19,0.0,195747,35
7181,18293,2020,0,4,1,9,0.0,11112,36
14983,267982,2021,0,7,3,19,0.0,252999,123
21061,396495,2021,0,2,5,13,0.0,375434,199
7249,45565,2021,0,6,1,13,0.0,38316,186
4757,6718,2022,0,2,1,19,0.0,1961,173
28004,868444,2022,0,2,5,7,0.0,840440,101
16695,154454,2021,0,2,1,7,0.0,137759,100
5252,8773,2021,0,4,1,7,0.0,3521,100
8671,34554,2021,0,2,3,13,0.0,25883,186
11745,52622,2020,0,2,1,19,0.0,40877,105
7668,11894,2020,0,4,1,9,0.0,4226,156
14447,48425,2023,0,7,1,19,0.0,33978,92
12969,128020,2022,0,0,1,12,0.0,115051,138
4681,6376,2020,0,2,1,19,0.0,1695,88
1555,1695,2023,0,2,1,19,0.0,140,88
28838,716320,2023,0,2,1,19,0.0,687482,104
5996,17646,2021,0,4,1,19,0.0,11650,68
24271,680530,2021,0,4,1,19,0.0,656259,196
23604,466174,2022,0,2,1,9,0.0,442570,169
5139,13908,2021,0,4,1,0,0.0,8769,133
5461,8027,2023,0,2,5,13,0.0,2566,63
12316,264259,2021,0,6,1,19,0.0,251943,21
12081,248238,2021,0,6,1,0,0.0,236157,13
9475,19865,2020,0,2,5,19,0.0,10390,50
11631,217331,2021,0,6,0,13,0.0,205700,199
3859,497117,2021,3,2,3,19,0.0,493258,35
12961,73341,2020,0,2,1,19,0.0,60380,160
11442,93395,2021,0,2,3,7,0.0,81953,100
760,816,2021,0,6,1,19,0.0,56,162
7919,12943,2021,0,2,5,19,0.0,5024,68
31577,1043563,2023,0,2,1,19,0.0,1011986,171
27364,856792,2023,0,2,1,19,0.0,829428,123
25615,665226,2023,0,2,1,19,0.0,639611,167
493,500,2021,0,2,1,4,0.0,7,115
17336,453872,2021,0,7,3,19,0.0,436536,198
17843,325230,2024,0,0,5,12,0.0,307387,160
111780,227808,2025,0,7,1,13,0.0,116028,49
8038,13180,2023,0,2,5,20,0.0,5142,185
24233,676065,2021,0,2,5,19,0.0,651832,34
14917,96934,2021,0,2,1,19,0.0,82017,68
16372,85469,2023,0,2,1,17,0.0,69097,60
21955,518787,2020,0,3,1,19,0.0,496832,68
24925,774190,2021,0,2,1,19,0.0,749265,127
15188,103308,2021,0,2,1,19,0.0,88120,107
15510,306199,2021,0,7,3,19,0.0,290689,35
5529,8166,2023,0,2,5,5,0.0,2637,132
8107,3,2025,0,4,0,19,0.0,0,149
10018,49583,2022,0,7,1,4,0.0,39565,115
4288,5793,2022,0,2,1,19,0.0,1505,92
23330,576771,2021,0,2,5,19,0.0,553441,196
7301,12196,2023,0,2,1,19,0.0,4895,181
10117,61357,2021,0,7,1,19,0.0,51240,88
11353,90754,2021,0,2,3,19,0.0,79401,105
11063,82141,2021,0,2,3,19,0.0,71078,160
18646,131795,2023,0,2,5,0,0.0,113149,76
19902,171959,2023,0,2,5,7,0.0,152057,100
14857,128108,2020,0,2,1,13,0.0,113251,199
23496,754286,2020,0,2,7,0,0.0,730790,13
22502,572096,2020,0,2,7,19,0.0,549594,21
6196,9120,2020,0,2,1,19,0.0,2924,74
22939,616481,2020,0,4,1,19,0.0,593542,16
16873,412542,2021,0,4,3,19,0.0,395669,194
4302,5664,2023,0,2,5,19,0.0,1362,152
723,741,2021,0,2,1,4,0.0,18,138
8301,13676,2023,0,2,1,19,0.0,5375,61
20318,188712,2023,0,2,1,19,0.0,168394,138
12223,121287,2021,0,2,3,19,0.0,109064,160
2924,3596,2020,0,2,1,19,0.0,672,190
4495,6067,2020,0,2,5,19,0.0,1572,88
25351,591880,2022,0,4,1,19,0.0,566529,123
9850,23325,2020,0,4,1,19,0.0,13475,57
5741,8559,2023,0,2,5,19,0.0,2818,76
5333,7877,2022,0,2,1,19,0.0,2544,139
15033,58625,2023,0,2,1,16,0.0,43592,75
26765,546997,2023,0,2,1,9,0.0,520232,169
11913,93635,2023,0,2,1,12,0.0,81722,160
18783,613324,2021,0,2,3,19,0.0,594541,34
20068,178691,2023,0,2,1,19,0.0,158623,95
13734,192227,2021,0,2,3,19,0.0,178493,102
719,738,2020,0,2,4,4,0.0,19,130
13875,39432,2023,0,2,5,19,0.0,25557,68
3558,128661,2022,3,9,1,16,0.0,125103,68
21164,451288,2020,0,2,1,13,0.0,430124,6
12230,187374,2020,0,4,1,19,0.0,175144,196
13121,55252,2022,0,2,1,19,0.0,42131,94
27270,581081,2023,0,2,5,19,0.0,553811,28
3757,5230,2020,0,4,1,1,0.0,1473,10
9598,20870,2020,0,2,1,19,0.0,11272,42
5973,8667,2020,0,2,1,13,0.0,2694,31
17069,428997,2021,0,2,3,19,0.0,411928,34
19599,160257,2023,0,2,1,19,0.0,140658,105
14680,121985,2020,0,2,1,13,0.0,107305,199
4973,6870,2020,0,2,1,19,0.0,1897,88
10612,160387,2021,0,6,1,7,0.0,149775,100
7590,12307,2023,0,2,5,7,0.0,4717,175
3677,4749,2020,0,4,1,19,0.0,1072,102
5187,8635,2022,0,2,1,16,0.0,3448,68
259,262,2020,0,2,1,19,0.0,3,62
1763,35147,2021,3,4,1,0,0.0,33384,58
3343,4159,2021,0,2,5,9,0.0,816,46
6213,5,2024,0,2,1,10,0.0,0,91
3554,399161,2021,3,2,3,9,0.0,395607,112
21497,848435,2023,0,4,1,12,0.0,826938,159
1024,1070,2021,0,2,1,19,0.0,46,33
12324,52361,2021,0,2,5,19,0.0,40037,19
4120,5868,2023,0,4,1,16,0.0,1748,102
8570,79307,2021,0,7,1,19,0.0,70737,182
19666,356722,2020,0,2,5,19,0.0,337056,35
22222,273007,2023,0,2,1,19,0.0,250785,28
6953,11033,2023,0,2,1,19,0.0,4080,37
22436,499506,2021,0,2,1,19,0.0,477070,159
31114,962941,2023,0,2,5,19,0.0,931827,198
11522,49193,2020,0,7,1,17,0.0,37671,136
19979,175147,2023,0,2,1,13,0.0,155168,199
12865,223848,2020,0,2,1,19,0.0,210983,21
20999,314298,2022,0,2,1,9,0.0,293299,112
21948,261478,2023,0,2,1,13,0.0,239530,199
5069,8247,2021,0,0,1,13,0.0,3178,90
5679,8531,2022,0,4,0,19,0.0,2852,113
11282,88491,2021,0,2,3,19,0.0,77209,160
560,573,2020,0,4,1,19,0.0,13,88
1698,31307,2021,3,4,1,5,0.0,29609,50
7493,12098,2023,0,2,1,0,0.0,4605,133
2327,2668,2022,0,2,6,4,0.0,341,193
6669,10795,2022,0,2,1,19,0.0,4126,76
9863,23509,2020,0,2,1,19,0.0,13646,148
7283,11670,2023,0,2,1,0,0.0,4387,119
3050,3781,2020,0,2,5,19,0.0,731,189
3012,3725,2020,0,2,1,17,0.0,713,146
17284,233980,2020,0,2,1,19,0.0,216696,102
3544,4769,2021,0,0,1,7,0.0,1225,101
7312,11212,2020,0,2,1,19,0.0,3900,68
5614,8340,2023,0,2,1,19,0.0,2726,113
10094,17434,2023,0,4,1,19,0.0,7340,66
1791,2068,2020,0,4,1,11,0.0,277,158
2988,3575,2022,0,2,5,19,0.0,587,88
12944,133922,2023,0,2,1,12,0.0,120978,160
5203,7343,2021,0,2,5,19,0.0,2140,88
25061,506167,2025,0,4,1,19,0.0,481106,85
15656,71328,2023,0,2,1,4,0.0,55672,115
5145,7371,2023,0,2,0,19,0.0,2226,131
15971,77775,2023,0,7,1,13,0.0,61804,90
11147,27523,2022,0,2,1,19,0.0,16376,38
13693,88543,2020,0,9,1,19,0.0,74850,68
16358,369205,2021,0,2,3,19,0.0,352847,21
2080,2321,2023,0,2,1,4,0.0,241,130
111259,65,2024,0,7,4,18,0.0,0,68
18527,580870,2021,0,2,3,19,0.0,562343,167
4212,5637,2022,0,2,1,7,0.0,1425,176
149,150,2021,0,2,1,4,0.0,1,130
25832,633141,2022,0,2,5,19,0.0,607309,183
25312,898015,2021,0,4,1,19,0.0,872703,123
17094,431052,2021,0,4,3,9,0.0,413958,112
4669,12122,2021,0,0,1,19,0.0,7453,88
3245,3907,2023,0,2,1,19,0.0,662,114
3083,3831,2020,0,2,1,19,0.0,748,152
11442,47854,2020,0,2,1,19,0.0,36412,71
4987,6984,2021,0,2,1,7,0.0,1997,91
21683,248422,2023,0,2,5,19,0.0,226739,28
18764,611280,2021,0,4,3,19,0.0,592516,16
14419,111267,2020,0,2,1,7,0.0,96848,100
23806,356485,2023,0,2,1,19,0.0,332679,102
12488,44694,2022,0,2,5,19,0.0,32206,188
4434,672300,2021,3,2,3,19,0.0,667866,167
9925,17068,2023,0,4,1,19,0.0,7143,125
7875,12860,2021,0,2,5,19,0.0,4985,66
13918,3,2020,0,0,4,4,0.0,0,115
3640,7988,2021,0,0,1,9,0.0,4348,150
19431,343125,2020,0,2,1,19,0.0,323694,198
15065,75,2025,0,4,0,0,0.0,0,133
17131,226747,2020,0,2,1,19,0.0,209616,102
1318,1431,2020,0,2,4,4,0.0,113,130
12771,119891,2022,0,2,1,12,0.0,107120,160
1177,18427,2021,3,0,1,19,0.0,17250,178
11736,52530,2020,0,2,1,13,0.0,40794,186
8645,47541,2020,0,2,1,19,0.0,38896,107
20945,317823,2023,0,2,1,0,0.0,296878,13
12317,62242,2020,0,2,4,4,0.0,49925,130
7730,13011,2022,0,2,1,19,0.0,5281,40
16232,448371,2020,0,4,1,19,0.0,432139,96
12353,42452,2022,0,2,1,0,0.0,30099,119
2404,3871,2021,0,6,1,4,0.0,1467,115
20957,318417,2023,0,2,1,0,0.0,297460,138
4018,5720,2020,0,2,1,5,0.0,1702,132
2750,3474,2020,0,2,1,9,0.0,724,76
13280,31976,2023,0,2,1,7,0.0,18696,58
6135,11169,2021,0,4,1,8,0.0,5034,11
31849,1113418,2023,0,2,1,19,0.0,1081569,198
19148,222850,2022,0,2,1,19,0.0,203702,35
1295,18858,2021,3,4,1,19,0.0,17563,68
10209,18863,2023,0,2,6,4,0.0,8654,193
27806,624369,2023,0,2,1,19,0.0,596563,123
6137,20334,2021,0,6,1,19,0.0,14197,50
84183,2,2020,0,6,1,19,0.0,0,102
17486,187960,2021,0,2,5,9,0.0,170474,140
22663,296238,2023,0,2,1,19,0.0,273575,102
25405,595250,2022,0,2,1,19,0.0,569845,167
23618,346483,2023,0,2,1,9,0.0,322865,112
16962,535074,2020,0,4,1,19,0.0,518112,171
15886,125043,2021,0,2,1,19,0.0,109157,160
7752,13045,2022,0,4,0,19,0.0,5293,125
7491,12094,2021,0,4,1,19,0.0,4603,54
12896,28041,2023,0,2,5,19,0.0,15145,56
18492,576490,2021,0,4,3,19,0.0,557998,196
19603,160496,2023,0,2,1,19,0.0,140893,105
4053,9763,2021,0,4,1,4,0.0,5710,115
521,12635,2021,3,4,1,0,0.0,12114,138
9578,17404,2022,0,0,1,19,0.0,7826,190
4741,12310,2021,0,0,1,19,0.0,7569,40
8203,14099,2023,0,4,1,0,0.0,5896,11
85315,1,2024,0,2,3,4,0.0,0,127
10054,17345,2023,0,2,1,19,0.0,7291,153
13288,32089,2023,0,2,1,19,0.0,18801,50
7464,11488,2020,0,2,1,19,0.0,4024,125
8407,13911,2023,0,2,1,19,0.0,5504,68
197,7933,2021,3,2,1,7,0.0,7736,134
11337,200116,2021,0,6,0,13,0.0,188779,199
2751,3340,2020,0,2,1,19,0.0,589,138
3505,4411,2021,0,2,5,9,0.0,906,76
542958,1,2025,0,2,4,19,0.0,0,34
14720,251194,2021,0,9,3,0,0.0,236474,13
28218,913349,2022,0,7,1,19,0.0,885131,194
4726,7181,2020,0,7,4,4,0.0,2455,130
9249,44849,2021,0,7,1,9,0.0,35600,109
10147,17541,2023,0,2,1,20,0.0,7394,68
7695,11962,2020,0,2,5,13,0.0,4267,103
5212,7292,2020,0,2,1,19,0.0,2080,113
5444,8070,2022,0,2,1,9,0.0,2626,110
5867,8784,2023,0,2,1,8,0.0,2917,131
1129,1320,2021,0,6,6,4,0.0,191,193
19400,341465,2020,0,2,1,19,0.0,322065,196
58,59,2022,0,2,1,4,0.0,1,130
447,2,2020,0,0,1,4,0.0,0,197
4178,5522,2020,0,2,1,19,0.0,1344,149
4989,8024,2021,0,0,1,5,0.0,3035,132
14255,220045,2021,0,2,3,19,0.0,205790,102
11713,222064,2021,0,6,1,0,0.0,210351,13
343,349,2022,0,2,1,4,0.0,6,193
29913,821839,2023,0,2,1,19,0.0,791926,16
8957,39798,2021,0,7,1,19,0.0,30841,68
16508,122597,2022,0,2,6,4,0.0,106089,193
22204,443001,2025,0,2,1,7,0.0,420797,49
3529,4713,2022,0,4,1,13,0.0,1184,117
14645,120429,2020,0,2,1,13,0.0,105784,199
6524,12230,2021,0,4,1,19,0.0,5706,135
2162,90996,2021,3,7,1,19,0.0,88834,80
31434,1009555,2023,0,2,1,13,0.0,978121,172
15723,586501,2021,0,6,1,19,0.0,570778,28
29692,800051,2023,0,2,1,19,0.0,770359,123
11729,223017,2021,0,6,1,19,0.0,211288,138
7762,12633,2021,0,2,1,13,0.0,4871,76
15930,337902,2021,0,5,1,4,0.0,321972,130
4810,6823,2022,0,2,1,19,0.0,2013,88
13749,37789,2023,0,2,0,19,0.0,24040,38
13291,79018,2020,0,2,1,19,0.0,65727,107
3521,4420,2022,0,2,5,19,0.0,899,68
332,9814,2021,3,2,1,19,0.0,9482,154
24381,693478,2021,0,2,1,19,0.0,669097,166
98814,385,2024,0,2,3,12,0.0,0,160
3359,4428,2021,0,4,1,19,0.0,1069,91
15331,377106,2020,0,7,1,13,0.0,361775,6
14526,23,2025,0,0,5,19,0.0,0,68
13901,399468,2021,0,6,1,19,0.0,385567,198
1017,1054,2023,0,2,1,4,0.0,37,138
14155,421683,2021,0,6,1,19,0.0,407528,167
5372,7944,2022,0,2,5,19,0.0,2572,74
17423,96,2024,0,4,1,12,0.0,0,68
5592,9817,2022,0,0,1,4,0.0,4225,115
30693,910089,2023,0,2,1,19,0.0,879396,159
15640,400099,2020,0,4,1,9,0.0,384459,112
26390,520776,2023,0,2,5,19,0.0,494386,35
5623,8352,2023,0,2,5,19,0.0,2729,9
6966,10559,2020,0,2,4,19,0.0,3593,88
4789,6634,2023,0,4,1,9,0.0,1845,140
8715,14548,2023,0,4,5,19,0.0,5833,68
20972,391778,2021,0,2,1,9,0.0,370806,112
14940,56916,2023,0,2,1,4,0.0,41976,115
1588,1764,2020,0,2,1,4,0.0,176,197
10171,22715,2021,0,2,0,19,0.0,12544,95
14908,87317,2022,0,2,1,19,0.0,72409,68
13560,35291,2023,0,2,5,5,0.0,21731,50
7096,13937,2021,0,4,1,7,0.0,6841,45
11483,20642,2023,0,2,1,19,0.0,9159,111
1774,35783,2021,3,4,1,19,0.0,34009,84
9427,16901,2021,0,4,1,19,0.0,7474,79
21907,363676,2022,0,2,1,9,0.0,341769,112
19307,335497,2020,0,4,1,19,0.0,316190,196
14975,98150,2021,0,2,5,19,0.0,83175,9
566,573,2021,0,2,1,4,0.0,7,130
21496,238986,2023,0,2,5,19,0.0,217490,138
3036,5683,2021,0,6,1,11,0.0,2647,158
20552,198890,2023,0,2,5,13,0.0,178338,83
102783,400056,2025,0,9,1,1,0.0,297273,10
7791,12163,2020,0,4,1,19,0.0,4372,177
8636,14372,2023,0,2,5,19,0.0,5736,17
12546,65960,2020,0,7,1,19,0.0,53414,125
13638,87044,2020,0,2,1,19,0.0,73406,160
8317,13846,2021,0,2,5,19,0.0,5529,85
21775,772774,2022,0,4,1,4,0.0,750999,127
16331,118420,2022,0,2,5,19,0.0,102089,107
4908,7582,2020,0,2,1,19,0.0,2674,68
6478,11552,2020,0,2,1,0,0.0,5074,133
6271,9977,2023,0,2,1,19,0.0,3706,74
365,10331,2021,3,0,1,19,0.0,9966,68
11744,224307,2021,0,6,1,19,0.0,212563,138
12809,220571,2020,0,2,1,19,0.0,207762,102
19150,326930,2020,0,2,1,0,0.0,307780,122
5121,13830,2021,0,0,1,19,0.0,8709,68
10134,17515,2023,0,4,1,17,0.0,7381,60
21952,461538,2021,0,2,1,19,0.0,439586,102
19687,248661,2022,0,2,1,9,0.0,228974,112
4264,5658,2023,0,2,1,19,0.0,1394,97
21816,357969,2022,0,2,1,19,0.0,336153,35
8119,13401,2021,0,2,5,19,0.0,5282,68
4071,5341,2020,0,4,1,19,0.0,1270,68
5240,7415,2021,0,4,1,19,0.0,2175,68
4191,6060,2020,0,4,1,19,0.0,1869,188
5308,181134,2025,0,0,1,19,0.0,175826,39
5904,9173,2023,0,2,1,9,0.0,3269,156
4994,7060,2023,0,2,5,19,0.0,2066,152
23584,465291,2022,0,2,1,19,0.0,441707,34
3247,3985,2022,0,2,1,19,0.0,738,88
23729,473978,2022,0,2,1,19,0.0,450249,28
7434,11965,2023,0,2,5,19,0.0,4531,168
4362,10977,2021,0,6,1,7,0.0,6615,175
18501,197329,2022,0,2,1,13,0.0,178828,199
5542,7886,2020,0,2,1,19,0.0,2344,131
14338,85415,2021,0,2,5,19,0.0,71077,68
17889,506809,2021,0,4,3,19,0.0,488920,123
4076,4076,2025,1,2,4,4,0.0,0,4
2955,3754,2021,0,4,1,19,0.0,799,138
13134,55487,2022,0,2,1,19,0.0,42353,154
11904,235524,2021,0,6,1,19,0.0,223620,35
16462,121373,2022,0,2,1,19,0.0,104911,107
6375,11259,2020,0,2,1,19,0.0,4884,62
11691,220780,2021,0,6,1,19,0.0,209089,194
11411,47501,2020,0,2,1,19,0.0,36090,105
19440,343636,2020,0,4,1,0,0.0,324196,122
8604,19552,2023,0,0,1,18,0.0,10948,68
368,374,2022,0,2,1,19,0.0,6,33
2618,135489,2021,3,7,1,13,0.0,132871,83
22239,381350,2022,0,2,1,19,0.0,359111,21
114875,147,2025,0,7,1,12,0.0,0,68
7036,16397,2020,0,7,1,19,0.0,9361,48
10272,64283,2021,0,9,1,9,0.0,54011,108
1030,1172,2021,0,6,1,19,0.0,142,149
20464,355317,2021,0,2,1,19,0.0,334853,123
5582,15758,2021,0,4,1,9,0.0,10176,156
13297,32199,2023,0,2,1,9,0.0,18902,36
13102,160516,2021,0,0,3,19,0.0,147414,102
1760,1960,2022,0,2,1,19,0.0,200,88
5457,9283,2021,0,4,1,19,0.0,3826,92
302,304,2021,0,2,1,4,0.0,2,130
22665,724462,2024,0,2,1,12,0.0,701797,159
202,203,2023,0,2,1,4,0.0,1,115
9216,59228,2020,0,7,1,0,0.0,50012,69
5049,7329,2022,0,2,1,9,0.0,2280,109
1,1,2023,0,2,1,13,0.0,0,17
12334,23022,2023,0,2,1,7,0.0,10688,49
14148,43283,2023,0,2,5,19,0.0,29135,91
28887,1145920,2023,0,4,1,4,0.0,1117033,127
2960,222558,2021,3,4,3,19,0.0,219598,194
