opening_rank,closing_rank,year,round_number,category_le,quota_le,state_le,seat_ratio,historical_cutoff_gap,college_name_le
7040,10692,2020,0,2,4,4,0.0,3652,115
9680,115606,2021,0,6,1,19,0.0,105926,160
20457,290489,2023,0,2,1,19,0.0,270032,124
22886,306939,2023,0,2,1,0,0.0,284053,13
10273,89983,2020,0,9,1,19,0.0,79710,125
11945,111548,2021,0,2,3,13,0.0,99603,199
1828,43323,2021,3,2,3,13,0.0,41495,186
13515,362311,2021,0,6,1,19,0.0,348796,194
8781,14620,2020,0,2,1,7,0.0,5839,58
20,20,2021,3,2,5,12,0.0,0,160
10344,19197,2023,0,4,1,0,0.0,8853,76
4246,5565,2023,0,2,5,13,0.0,1319,76
14766,124889,2020,0,2,4,7,0.0,110123,100
5639,9301,2020,0,4,1,9,0.0,3662,156
4315,6496,2022,0,4,1,19,0.0,2181,88
14701,167974,2024,0,2,1,12,0.0,153273,138
20814,652589,2022,0,2,1,4,0.0,631775,127
5182,7440,2023,0,2,5,17,0.0,2258,136
3321,6802,2021,0,4,1,19,0.0,3481,31
19294,1,2020,0,6,0,19,0.0,0,42
16223,110589,2023,0,2,1,19,0.0,94366,107
121,125,2021,0,6,1,4,0.0,4,193
11093,83131,2021,0,9,1,19,0.0,72038,170
307,312,2022,0,2,1,4,0.0,5,130
19403,85,2025,0,4,5,19,0.0,0,68
20519,358434,2021,0,4,4,19,0.0,337915,96
18436,189927,2023,0,2,1,13,0.0,171491,199
23558,599087,2021,0,2,5,9,0.0,575529,112
7479,12073,2021,0,2,6,4,0.0,4594,193
1391,1522,2020,0,2,1,9,0.0,131,138
21840,509444,2020,0,2,7,19,0.0,487604,107
4852,6900,2023,0,2,1,19,0.0,2048,37
648,14263,2021,3,2,1,19,0.0,13615,192
14988,1,2025,0,2,5,9,0.0,0,99
21999,522278,2020,0,4,1,19,0.0,500279,35
18123,273806,2020,0,2,1,19,0.0,255683,16
8287,13797,2021,0,2,1,19,0.0,5510,173
2754,3214,2023,0,2,1,19,0.0,460,143
21601,487285,2020,0,1,1,19,0.0,465684,177
17221,442219,2021,0,7,3,9,0.0,424998,112
7621,11786,2020,0,4,1,9,0.0,4165,88
11429,93023,2021,0,9,1,9,0.0,81594,78
12284,41184,2022,0,2,1,4,0.0,28900,115
22173,378680,2022,0,2,1,19,0.0,356507,102
447,11521,2021,3,0,1,19,0.0,11074,139
4039,5281,2021,0,2,1,9,0.0,1242,140
13288,48425,2023,0,2,1,19,0.0,35137,92
18470,234748,2021,0,2,1,19,0.0,216278,138
10601,34512,2020,0,2,1,9,0.0,23911,138
18498,292048,2020,0,2,1,19,0.0,273550,199
7428,12375,2022,0,4,5,19,0.0,4947,88
1984,2915,2021,0,4,1,9,0.0,931,138
17867,205435,2021,0,2,1,19,0.0,187568,138
123538,1,2025,0,2,0,19,0.0,0,125
15490,113069,2021,0,2,1,7,0.0,97579,100
1670,1866,2020,0,2,1,9,0.0,196,138
22781,412884,2022,0,2,1,19,0.0,390103,194
14320,437820,2021,0,6,1,19,0.0,423500,35
7688,20226,2021,0,0,1,19,0.0,12538,50
18227,278539,2020,0,2,1,19,0.0,260312,21
9231,44571,2021,0,2,3,13,0.0,35340,186
8202,17858,2023,0,4,1,18,0.0,9656,68
18211,542246,2021,0,2,5,13,0.0,524035,199
15197,281516,2021,0,2,3,19,0.0,266319,34
8352,1,2020,0,6,1,19,0.0,0,19
12897,313360,2021,0,6,1,19,0.0,300463,102
7419,21471,2020,0,7,1,8,0.0,14052,41
3715,4631,2023,0,2,1,8,0.0,916,41
8311,14338,2022,0,2,5,7,0.0,6027,45
7603,19089,2021,0,4,1,7,0.0,11486,58
15891,76021,2023,0,2,5,19,0.0,60130,177
24366,516109,2022,0,2,1,19,0.0,491743,198
422,11188,2021,3,2,1,9,0.0,10766,109
7608,25372,2020,0,7,1,19,0.0,17764,88
29362,768556,2023,0,2,1,19,0.0,739194,196
26850,551854,2023,0,2,1,4,0.0,525004,130
6853,14175,2020,0,7,1,9,0.0,7322,138
551,561,2020,0,2,1,9,0.0,10,138
4973,7013,2023,0,2,5,19,0.0,2040,102
25423,455355,2023,0,2,5,19,0.0,429932,167
11100,72119,2022,0,7,1,4,0.0,61019,115
16753,130131,2022,0,2,5,7,0.0,113378,100
22552,398992,2022,0,2,1,19,0.0,376440,35
16904,525791,2020,0,2,1,19,0.0,508887,127
26311,674485,2022,0,0,1,19,0.0,648174,196
13129,76203,2020,0,2,1,19,0.0,63074,160
14249,431052,2021,0,6,1,9,0.0,416803,112
8855,14812,2023,0,2,1,19,0.0,5957,61
14908,262720,2021,0,2,3,19,0.0,247812,34
17218,102025,2023,0,2,5,19,0.0,84807,160
14827,489356,2021,0,6,1,9,0.0,474529,112
23113,458362,2023,0,2,1,9,0.0,435249,112
8608,80312,2021,0,9,1,19,0.0,71704,162
1251,1316,2023,0,2,6,4,0.0,65,193
27616,608872,2023,0,2,5,0,0.0,581256,106
13636,36349,2023,0,2,1,19,0.0,22713,84
24883,767802,2021,0,2,5,19,0.0,742919,199
17295,593512,2020,0,4,1,19,0.0,576217,199
17273,103047,2023,0,2,1,9,0.0,85774,150
7772,58319,2021,0,7,1,19,0.0,50547,76
17401,459564,2021,0,7,3,19,0.0,442163,194
352,10119,2021,3,2,1,19,0.0,9767,102
17870,114534,2023,0,7,1,19,0.0,96664,66
6863,10360,2020,0,2,1,19,0.0,3497,88
11961,28814,2023,0,7,1,19,0.0,16853,188
5226,7689,2022,0,4,1,19,0.0,2463,154
4694,7279,2021,0,4,5,4,0.0,2585,130
3378,7033,2021,0,0,1,19,0.0,3655,91
4129,5427,2020,0,2,4,4,0.0,1298,115
4498,6188,2022,0,2,5,19,0.0,1690,102
3206,3913,2022,0,0,1,8,0.0,707,41
5551,7901,2020,0,2,1,19,0.0,2350,113
6609,10183,2021,0,2,1,19,0.0,3574,128
17243,582441,2020,0,7,1,13,0.0,565198,6
5775,9647,2020,0,4,1,19,0.0,3872,54
5579,9185,2020,0,4,1,13,0.0,3606,76
24748,545922,2022,0,2,1,19,0.0,521174,167
6755,11024,2023,0,0,1,16,0.0,4269,102
4488,6042,2021,0,2,1,9,0.0,1554,22
8108,13313,2023,0,2,1,13,0.0,5205,142
3224,4062,2020,0,2,1,8,0.0,838,41
6289,9914,2022,0,2,1,19,0.0,3625,190
3639,429608,2021,3,0,3,19,0.0,425969,21
13500,83736,2020,0,2,1,19,0.0,70236,62
6670,31821,2021,0,9,1,4,0.0,25151,130
14623,119493,2020,0,2,1,19,0.0,104870,102
6794,12908,2021,0,4,1,0,0.0,6114,86
2805,3515,2021,0,4,1,13,0.0,710,25
8110,36457,2020,0,9,1,17,0.0,28347,146
23164,652415,2020,0,4,1,19,0.0,629251,16
6729,10583,2023,0,2,5,19,0.0,3854,189
4740,6648,2023,0,4,1,9,0.0,1908,150
6560,10248,2023,0,2,5,1,0.0,3688,10
2756,3255,2022,0,2,5,0,0.0,499,138
3567,7727,2021,0,9,1,19,0.0,4160,33
3851,5011,2020,0,2,1,19,0.0,1160,92
553,563,2020,0,2,4,4,0.0,10,130
13903,68854,2022,0,7,1,19,0.0,54951,54
24065,371670,2023,0,2,1,9,0.0,347605,112
31057,956283,2023,0,2,5,19,0.0,925226,160
9969,24733,2020,0,2,1,19,0.0,14764,98
7521,12149,2021,0,4,1,19,0.0,4628,54
16271,668098,2021,0,6,5,9,0.0,651827,112
9799,119890,2021,0,6,1,19,0.0,110091,105
17047,847853,2021,0,6,5,19,0.0,830806,107
28501,1028016,2023,0,4,1,19,0.0,999515,196
6199,9127,2020,0,2,1,19,0.0,2928,139
897,925,2020,0,2,1,7,0.0,28,101
15748,120152,2021,0,2,5,7,0.0,104404,100
16649,121234,2023,0,2,1,19,0.0,104585,61
19895,319368,2021,0,2,1,19,0.0,299473,127
72760,1,2024,0,2,3,12,0.0,0,138
3463,4319,2022,0,2,1,7,0.0,856,101
925,2,2020,0,6,1,7,0.0,0,101
23026,550472,2021,0,2,1,19,0.0,527446,196
3852,5015,2020,0,4,4,9,0.0,1163,140
4038,9693,2021,0,0,1,19,0.0,5655,88
15451,385667,2020,0,4,1,0,0.0,370216,122
3253,4240,2021,0,4,1,4,0.0,987,130
11607,24388,2023,0,2,1,19,0.0,12781,38
1444,1560,2023,0,2,1,6,0.0,116,138
5373,7945,2022,0,2,5,0,0.0,2572,119
3492,7398,2021,0,6,1,13,0.0,3906,31
20468,291125,2023,0,2,1,0,0.0,270657,13
21839,359453,2022,0,2,1,19,0.0,337614,35
14768,78971,2023,0,7,1,7,0.0,64203,175
14409,110765,2020,0,2,5,4,0.0,96356,115
2284,98211,2021,3,7,1,19,0.0,95927,68
12735,298779,2021,0,6,1,19,0.0,286044,196
8092,13348,2021,0,0,1,19,0.0,5256,68
13276,248218,2020,0,4,1,19,0.0,234942,138
7608,11766,2020,0,4,1,19,0.0,4158,155
16513,122705,2022,0,2,1,12,0.0,106192,160
19183,224302,2022,0,2,5,0,0.0,205119,13
8522,13909,2020,0,2,1,19,0.0,5387,125
5430,7970,2023,0,2,1,19,0.0,2540,68
6328,9991,2022,0,2,1,0,0.0,3663,151
16459,87565,2023,0,2,5,19,0.0,71106,79
5603,8504,2023,0,2,1,19,0.0,2901,191
4691,7272,2021,0,4,1,0,0.0,2581,119
26335,516704,2023,0,2,1,19,0.0,490369,102
14053,292048,2020,0,4,1,19,0.0,277995,199
6743,10990,2023,0,2,1,19,0.0,4247,125
5946,8872,2021,0,4,4,19,0.0,2926,131
14709,334603,2020,0,4,1,19,0.0,319894,198
21909,259850,2023,0,2,1,9,0.0,237941,112
21619,619527,2024,0,7,1,12,0.0,597908,159
2032,2361,2020,0,2,5,4,0.0,329,193
16855,776234,2021,0,6,1,19,0.0,759379,123
17223,577782,2020,0,2,1,19,0.0,560559,34
7290,19661,2020,0,4,1,17,0.0,12371,141
148280,4,2025,0,4,0,0,0.0,0,13
13181,77082,2020,0,2,1,19,0.0,63901,77
2994,3821,2021,0,2,1,19,0.0,827,39
8673,47938,2020,0,2,1,19,0.0,39265,105
26031,496438,2023,0,2,1,19,0.0,470407,35
22766,526242,2021,0,2,1,19,0.0,503476,123
19101,667082,2021,0,1,6,4,0.0,647981,193
13356,350347,2021,0,6,1,0,0.0,336991,106
24653,959880,2024,0,2,1,4,0.0,935227,127
18869,257206,2021,0,2,1,0,0.0,238337,13
14721,78099,2023,0,2,1,19,0.0,63378,68
22971,621262,2020,0,2,1,19,0.0,598291,159
17541,474304,2021,0,5,1,19,0.0,456763,8
22646,516265,2021,0,2,1,0,0.0,493619,106
12573,36265,2023,0,2,1,19,0.0,23692,84
9227,96938,2021,0,6,1,19,0.0,87711,105
22183,145,2024,0,4,1,13,0.0,0,68
11485,65165,2024,0,7,1,10,0.0,53680,91
20670,417588,2020,0,2,1,19,0.0,396918,167
18980,141722,2023,0,2,5,19,0.0,122742,160
2058,81879,2021,3,7,1,19,0.0,79821,68
7782,13115,2022,0,4,1,12,0.0,5333,68
4233,5601,2021,0,2,5,19,0.0,1368,15
887,921,2020,0,4,1,19,0.0,34,33
12453,23837,2023,0,2,1,5,0.0,11384,50
13516,83980,2020,0,2,1,19,0.0,70464,160
10176,18781,2023,0,2,1,20,0.0,8605,87
17854,171797,2022,0,2,1,13,0.0,153943,199
12734,69363,2020,0,2,1,19,0.0,56629,160
2019,2264,2022,0,2,1,19,0.0,245,48
8077,65958,2021,0,6,1,19,0.0,57881,107
10013,81451,2020,0,9,1,19,0.0,71438,76
5600,9679,2021,0,0,1,3,0.0,4079,68
3770,4806,2022,0,2,5,19,0.0,1036,102
10375,364001,2025,0,4,1,19,0.0,353626,97
15068,249617,2023,0,4,1,12,0.0,234549,138
4420,5943,2020,0,2,1,19,0.0,1523,143
13376,68844,2021,0,2,1,19,0.0,55468,160
22331,491927,2021,0,2,1,19,0.0,469596,35
14113,212577,2021,0,2,3,0,0.0,198464,13
8441,14640,2022,0,4,1,13,0.0,6199,76
12019,37099,2022,0,2,1,9,0.0,25080,110
3741,4674,2023,0,2,1,9,0.0,933,22
9141,15405,2023,0,4,1,19,0.0,6264,54
16869,134149,2022,0,2,1,7,0.0,117280,100
3392,4242,2021,0,2,5,13,0.0,850,117
8740,19365,2024,0,4,1,18,0.0,10625,82
10275,23798,2021,0,2,5,13,0.0,13523,199
10238,18926,2023,0,4,1,17,0.0,8688,141
12759,38953,2023,0,7,1,19,0.0,26194,68
2859,3358,2023,0,2,5,19,0.0,499,88
12970,318867,2021,0,6,1,19,0.0,305897,171
14,1,2020,3,2,1,0,0.0,0,122
3347,6905,2021,0,6,1,19,0.0,3558,102
9096,92300,2021,0,9,1,19,0.0,83204,68
6579,10125,2021,0,2,1,4,0.0,3546,130
18994,263910,2021,0,2,1,9,0.0,244916,112
13283,113905,2024,0,0,1,12,0.0,100622,138
4899,12956,2021,0,6,1,19,0.0,8057,181
29107,743611,2023,0,2,1,19,0.0,714504,123
7965,12578,2020,0,2,1,19,0.0,4613,68
23717,612873,2021,0,2,1,13,0.0,589156,6
23384,333377,2023,0,2,1,19,0.0,309993,104
25291,447169,2023,0,2,1,4,0.0,421878,127
1339,1449,2022,0,2,1,19,0.0,110,138
15499,560286,2021,0,6,1,19,0.0,544787,167
5042,8179,2021,0,2,1,7,0.0,3137,174
3882,5016,2021,0,2,1,19,0.0,1134,148
14471,453709,2021,0,6,1,19,0.0,439238,123
13747,274213,2020,0,2,1,19,0.0,260466,21
7606,12340,2023,0,2,1,7,0.0,4734,174
5986,9231,2022,0,2,1,4,0.0,3245,115
20965,215780,2023,0,2,1,19,0.0,194815,107
28631,698303,2023,0,2,1,19,0.0,669672,96
12558,45834,2022,0,7,5,19,0.0,33276,143
9180,16367,2023,0,0,1,19,0.0,7187,18
7766,13079,2022,0,4,1,9,0.0,5313,108
8097,13833,2022,0,2,1,13,0.0,5736,76
17113,432453,2021,0,4,3,19,0.0,415340,194
11602,50683,2020,0,2,5,19,0.0,39081,19
3813,4891,2022,0,2,1,13,0.0,1078,25
3864,498347,2021,3,4,3,19,0.0,494483,199
6155,11220,2021,0,0,1,19,0.0,5065,125
105293,77,2025,0,7,5,0,0.0,0,138
2957,5432,2021,0,6,1,19,0.0,2475,92
15435,553625,2021,0,6,1,19,0.0,538190,159
12969,229675,2020,0,2,1,19,0.0,216706,138
10974,40558,2020,0,2,1,7,0.0,29584,174
5995,10978,2023,0,0,1,12,0.0,4983,40
16604,726797,2021,0,6,5,13,0.0,710193,199
18173,275980,2020,0,2,1,19,0.0,257807,21
7788,58662,2021,0,9,1,7,0.0,50874,101
31444,1010560,2023,0,2,1,19,0.0,979116,16
5765,10162,2021,0,2,1,19,0.0,4397,135
14358,46983,2023,0,2,1,9,0.0,32625,169
4584,6209,2020,0,2,5,19,0.0,1625,88
22859,534826,2021,0,7,1,19,0.0,511967,35
4810,7372,2020,0,2,1,19,0.0,2562,68
5504,8121,2023,0,2,1,11,0.0,2617,158
14562,461120,2021,0,6,1,19,0.0,446558,196
22308,384838,2022,0,2,1,13,0.0,362530,6
11998,36901,2022,0,2,0,19,0.0,24903,38
5964,8649,2020,0,2,5,19,0.0,2685,77
4975,13252,2021,0,4,1,19,0.0,8277,54
7209,11965,2023,0,2,0,19,0.0,4756,168
10411,149760,2021,0,6,1,19,0.0,139349,107
12310,263963,2021,0,6,1,19,0.0,251653,196
15749,73262,2023,0,2,5,19,0.0,57513,128
2934,2934,2025,1,7,1,4,0.0,0,5
15027,507235,2021,0,6,1,19,0.0,492208,127
18885,258071,2021,0,2,1,19,0.0,239186,166
8502,13853,2020,0,2,4,4,0.0,5351,115
6062,9228,2023,0,2,1,19,0.0,3166,138
5625,9757,2021,0,4,1,19,0.0,4132,190
14093,81014,2021,0,2,5,17,0.0,66921,136
27761,829335,2022,0,2,1,19,0.0,801574,198
11249,87551,2021,0,9,1,16,0.0,76302,142
15926,76718,2023,0,2,5,19,0.0,60792,68
25755,628094,2022,0,2,5,19,0.0,602339,105
12210,103769,2023,0,9,1,10,0.0,91559,91
2792,4919,2021,0,6,1,19,0.0,2127,39
8429,14620,2022,0,4,1,19,0.0,6191,68
2859,3635,2020,0,4,4,4,0.0,776,130
9066,16107,2022,0,2,1,0,0.0,7041,69
7549,12203,2021,0,2,1,9,0.0,4654,108
25833,482498,2023,0,2,1,19,0.0,456665,167
7675,26998,2020,0,2,0,19,0.0,19323,42
10165,86179,2020,0,9,1,19,0.0,76014,68
6412,9763,2021,0,2,1,4,0.0,3351,115
11690,21117,2023,0,2,0,19,0.0,9427,68
5690,8463,2023,0,2,5,19,0.0,2773,184
11352,90623,2021,0,7,1,19,0.0,79271,20
11408,20448,2023,0,2,5,19,0.0,9040,12
13386,50265,2023,0,2,1,13,0.0,36879,47
9387,63707,2020,0,2,1,19,0.0,54320,160
9655,69947,2020,0,4,1,19,0.0,60292,107
19378,285693,2021,0,2,1,19,0.0,266315,196
7541,18297,2021,0,2,1,19,0.0,10756,95
17007,139743,2022,0,2,1,19,0.0,122736,107
638,645,2023,0,2,1,4,0.0,7,130
9988,128507,2021,0,6,1,19,0.0,118519,160
12926,72688,2020,0,2,1,19,0.0,59762,107
7589,12306,2023,0,2,1,13,0.0,4717,142
17591,479090,2021,0,4,3,19,0.0,461499,96
13898,68733,2022,0,2,1,4,0.0,54835,130
17611,109771,2023,0,7,1,13,0.0,92160,70
8236,70444,2021,0,7,1,19,0.0,62208,92
18173,184373,2022,0,2,1,19,0.0,166200,34
25204,442611,2023,0,2,1,19,0.0,417407,102
2938,3614,2020,0,2,1,9,0.0,676,46
7534,11629,2020,0,2,1,19,0.0,4095,182
5875,10448,2021,0,2,1,20,0.0,4573,185
6843,10807,2023,0,2,1,19,0.0,3964,68
7694,20334,2021,0,4,1,19,0.0,12640,95
1323,1437,2020,0,2,1,4,0.0,114,115
11390,37612,2021,0,2,1,0,0.0,26222,119
16548,199537,2020,0,2,1,0,0.0,182989,13
13787,75515,2021,0,2,1,19,0.0,61728,68
6215,9529,2023,0,2,1,19,0.0,3314,139
17065,858820,2021,0,6,1,19,0.0,841755,16
267574,4,2020,0,6,7,19,0.0,0,138
2661,1,2020,0,6,1,8,0.0,0,41
8416,13924,2023,0,2,5,0,0.0,5508,86
1064,1122,2020,0,4,1,4,0.0,58,115
7853,12818,2023,0,0,0,9,0.0,4965,109
261444,2,2020,0,6,1,19,0.0,0,159
12532,55698,2021,0,7,1,9,0.0,43166,46
14726,78148,2023,0,7,1,9,0.0,63422,88
7538,18247,2021,0,2,1,19,0.0,10709,95
103,104,2023,0,2,5,4,0.0,1,193
2356,22293,2022,3,0,1,18,0.0,19937,68
6483,9921,2021,0,2,1,9,0.0,3438,27
17709,254356,2020,0,2,1,0,0.0,236647,122
22035,371140,2022,0,2,1,19,0.0,349105,35
14831,343125,2020,0,4,1,19,0.0,328294,198
12164,39167,2022,0,2,1,13,0.0,27003,186
3798,8713,2021,0,6,1,9,0.0,4915,156
22411,563614,2020,0,2,5,19,0.0,541203,43
9033,15192,2023,0,2,5,19,0.0,6159,181
7787,12686,2021,0,2,1,0,0.0,4899,133
27204,764626,2022,0,4,1,19,0.0,737422,16
14434,78383,2022,0,2,1,7,0.0,63949,100
8498,31721,2021,0,4,3,13,0.0,23223,186
881,916,2022,0,2,1,4,0.0,35,115
21546,241009,2023,0,2,1,19,0.0,219463,28
28362,955552,2022,0,2,1,19,0.0,927190,194
9171,58179,2020,0,4,1,19,0.0,49008,105
17504,158374,2022,0,2,1,0,0.0,140870,13
3599,4452,2023,0,4,1,19,0.0,853,98
6866,11179,2022,0,2,1,0,0.0,4313,133
11798,228196,2021,0,6,1,19,0.0,216398,123
25380,294,2025,0,2,1,18,0.0,0,82
12061,57893,2020,0,7,1,11,0.0,45832,158
21790,449847,2021,0,2,1,9,0.0,428057,112
13470,82899,2020,0,2,1,7,0.0,69429,100
24211,505643,2022,0,2,1,19,0.0,481432,16
29,78585,2022,4,2,1,13,0.0,78556,161
2061,82250,2021,3,9,1,19,0.0,80189,177
2374,3807,2021,0,4,1,19,0.0,1433,138
8752,83997,2021,0,9,1,16,0.0,75245,142
22857,417584,2022,0,2,1,19,0.0,394727,102
17645,485221,2021,0,0,3,19,0.0,467576,34
7232,45246,2021,0,6,1,13,0.0,38014,186
6094,8915,2020,0,2,1,19,0.0,2821,68
9066,15257,2023,0,2,1,19,0.0,6191,71
16107,351299,2021,0,2,3,19,0.0,335192,35
4492,6049,2021,0,2,5,19,0.0,1557,68
26204,508094,2023,0,2,1,19,0.0,481890,34
18443,125954,2023,0,2,1,7,0.0,107511,100
2856,3498,2020,0,4,4,9,0.0,642,22
17242,102446,2023,0,2,1,19,0.0,85204,118
4186,5537,2020,0,2,5,19,0.0,1351,68
919523,3,2025,0,2,5,18,0.0,0,68
25246,444623,2023,0,2,1,19,0.0,419377,123
2013,2301,2021,0,2,5,0,0.0,288,119
15063,358971,2020,0,4,1,0,0.0,343908,122
15686,118656,2021,0,2,5,19,0.0,102970,166
20057,266428,2022,0,2,1,19,0.0,246371,166
13127,30514,2023,0,2,1,19,0.0,17387,88
6700,12673,2021,0,4,1,19,0.0,5973,53
29571,788017,2023,0,2,5,19,0.0,758446,167
16647,204023,2020,0,2,1,0,0.0,187376,122
7961,62927,2021,0,6,1,19,0.0,54966,105
3741,5208,2020,0,4,1,19,0.0,1467,88
3462,118290,2022,3,7,1,18,0.0,114828,68
5272,7769,2022,0,2,1,19,0.0,2497,94
23397,334262,2023,0,2,5,0,0.0,310865,13
15893,335476,2021,0,4,3,19,0.0,319583,43
650,657,2023,0,2,5,19,0.0,7,88
3714,4727,2022,0,2,1,19,0.0,1013,31
5172,14038,2021,0,0,1,0,0.0,8866,86
7488,17550,2021,0,0,1,19,0.0,10062,95
10358,19725,2022,0,2,1,18,0.0,9367,68
14366,77333,2022,0,2,5,19,0.0,62967,160
7263,11628,2021,0,2,1,19,0.0,4365,40
4400,5946,2023,0,2,1,19,0.0,1546,88
11796,43712,2021,0,2,1,13,0.0,31916,186
15223,104268,2021,0,9,1,19,0.0,89045,192
30512,887998,2023,0,2,1,19,0.0,857486,171
18354,228498,2021,0,2,5,0,0.0,210144,13
5473,9322,2021,0,4,1,19,0.0,3849,92
10719,28335,2021,0,4,1,13,0.0,17616,186
8314,17640,2024,0,4,1,18,0.0,9326,68
6617,12458,2021,0,2,1,7,0.0,5841,45
13637,126266,2024,0,4,1,12,0.0,112629,160
3998,5110,2023,0,2,5,0,0.0,1112,119
12338,52579,2021,0,2,1,4,0.0,40241,115
10701,164275,2021,0,6,1,7,0.0,153574,100
21373,469721,2020,0,2,5,19,0.0,448348,166
6080,10412,2020,0,2,1,19,0.0,4332,54
4714,12238,2021,0,4,1,0,0.0,7524,119
18787,253342,2021,0,4,5,19,0.0,234555,160
3758,8496,2021,0,4,1,19,0.0,4738,68
13199,165408,2021,0,5,1,16,0.0,152209,142
14436,231228,2021,0,2,3,19,0.0,216792,138
20878,307632,2022,0,2,1,19,0.0,286754,35
3779,4734,2023,0,2,5,7,0.0,955,134
40679,361008,2025,0,0,1,19,0.0,320329,161
5236,14332,2021,0,4,1,0,0.0,9096,86
99014,43,2025,0,7,5,19,0.0,0,88
6946,13405,2021,0,4,1,9,0.0,6459,156
15649,98082,2023,0,7,1,19,0.0,82433,68
15461,66827,2023,0,2,5,13,0.0,51366,76
9447,19648,2020,0,4,1,19,0.0,10201,95
20684,369205,2021,0,2,5,19,0.0,348521,21
13022,104660,2024,0,7,1,18,0.0,91638,82
2466,4040,2021,0,6,1,8,0.0,1574,41
10572,69728,2021,0,7,1,19,0.0,59156,187
650,670,2020,0,4,1,4,0.0,20,32
14195,103134,2020,0,2,1,13,0.0,88939,199
6097,9294,2023,0,2,1,19,0.0,3197,68
20992,313863,2022,0,2,1,19,0.0,292871,28
15293,146675,2020,0,7,4,0,0.0,131382,13
16956,97384,2023,0,2,1,5,0.0,80428,132
10182,86560,2020,0,7,1,0,0.0,76378,73
7463,5,2025,0,2,5,7,0.0,0,134
6809,11078,2022,0,2,1,19,0.0,4269,177
5164,8185,2020,0,2,1,9,0.0,3021,88
25109,181,2025,0,2,1,18,0.0,0,82
4801,847018,2021,3,4,5,19,0.0,842217,160
91936,1,2024,0,7,4,10,0.0,0,91
25697,622062,2022,0,2,5,19,0.0,596365,94
16149,354180,2021,0,4,3,19,0.0,338031,21
18698,301757,2020,0,2,1,19,0.0,283059,21
22492,395096,2022,0,2,1,19,0.0,372604,196
12609,67157,2020,0,2,1,19,0.0,54548,160
51506,1,2020,0,7,1,19,0.0,0,19
19012,229309,2025,0,2,1,19,0.0,210297,68
9072,91705,2021,0,6,1,7,0.0,82633,100
5321,14681,2021,0,4,1,19,0.0,9360,88
10254,63904,2021,0,2,3,19,0.0,53650,105
22803,414007,2022,0,2,1,19,0.0,391204,196
4804,6570,2020,0,2,1,7,0.0,1766,174
1315,1391,2023,0,2,1,19,0.0,76,88
16815,212385,2020,0,2,5,0,0.0,195570,138
16150,354204,2021,0,2,3,19,0.0,338054,35
19104,269974,2021,0,2,1,19,0.0,250870,127
21274,329481,2022,0,2,1,19,0.0,308207,35
21671,440143,2021,0,2,1,19,0.0,418472,102
12396,34032,2023,0,2,1,19,0.0,21636,98
21992,262696,2023,0,2,1,0,0.0,240704,13
5640,16000,2021,0,4,1,19,0.0,10360,153
129004,1,2024,0,9,4,16,0.0,0,102
321,9740,2021,3,2,1,19,0.0,9419,93
9426,47846,2021,0,7,1,19,0.0,38420,68
8978,15570,2021,0,2,1,19,0.0,6592,153
11902,55265,2020,0,2,5,19,0.0,43363,105
16869,95715,2023,0,2,5,19,0.0,78846,68
11074,53630,2024,0,7,1,7,0.0,42556,174
5947,17401,2021,0,4,1,19,0.0,11454,68
6652,201310,2025,0,2,1,19,0.0,194658,180
13250,149396,2023,0,4,1,12,0.0,136146,160
215340,133207,2025,0,2,1,13,0.0,0,126
15210,282638,2021,0,3,1,19,0.0,267428,37
12578,66606,2020,0,9,1,19,0.0,54028,153
18682,204081,2022,0,2,5,13,0.0,185399,186
13915,94159,2020,0,7,1,19,0.0,80244,85
14280,75574,2022,0,7,1,0,0.0,61294,86
14068,42166,2023,0,2,5,7,0.0,28098,58
3261,4007,2022,0,2,1,7,0.0,746,134
4096,5326,2023,0,2,6,4,0.0,1230,193
19356,283802,2021,0,2,1,19,0.0,264446,21
2224,2618,2020,0,4,1,9,0.0,394,169
356029,754001,2025,0,2,1,19,0.0,397972,102
1804,1980,2023,0,2,5,9,0.0,176,138
1,1,2021,4,2,1,13,0.0,0,17
2924,5336,2021,0,4,1,4,0.0,2412,130
26339,516891,2023,0,2,1,19,0.0,490552,35
8592,15004,2022,0,2,1,19,0.0,6412,71
14806,486777,2021,0,6,1,19,0.0,471971,194
22034,525791,2020,0,2,5,19,0.0,503757,127
22911,612878,2020,0,2,1,19,0.0,589967,199
13169,335163,2021,0,6,1,19,0.0,321994,28
13769,90617,2020,0,2,1,9,0.0,76848,88
20019,902842,2021,0,4,3,19,0.0,882823,183
3646,430993,2021,3,2,3,19,0.0,427347,102
16185,184635,2020,0,2,1,0,0.0,168450,13
4169,596667,2021,3,2,3,19,0.0,592498,35
22575,509213,2021,0,2,1,19,0.0,486638,127
20650,295896,2022,0,2,1,9,0.0,275246,112
10086,21845,2021,0,2,1,19,0.0,11759,157
14663,52154,2023,0,2,1,0,0.0,37491,151
9248,44802,2021,0,7,1,19,0.0,35554,88
6844,10809,2023,0,2,5,19,0.0,3965,54
7891,12893,2021,0,4,1,19,0.0,5002,54
2448,3985,2021,0,4,1,19,0.0,1537,138
9389,16805,2021,0,2,1,4,0.0,7416,115
7716,20610,2021,0,4,1,19,0.0,12894,95
4730,6630,2023,0,4,1,8,0.0,1900,131
3050,3619,2023,0,2,1,19,0.0,569,98
